Record_type,Start_year,End_year,Date,Place_sign,Accounts_type,Area_content,State,Creator,Title,Useful_info,Reference,Page_start,Page_end,Digitized,Transcribed,Tabulated,Digitized_link,Transcription_link,Table_link,Archival_portal_link
,1645,1645,,,,"Nordland, Troms",Danmark,,"Nordlandenes len, nr. 29",[Register til kvittansiarum]:,AV/RA-EA-5023/R/Rb/Rbz/L0029,,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/77132/154,x,x,x
,1645,1646,,,,"Nordland, Troms",Danmark,,"Nordlandenes len, nr. 29",[Register til kvittansiarum]:,AV/RA-EA-5023/R/Rb/Rbz/L0029,,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/77132/158,x,x,x
,1645,1646,,,,"Nordland, Troms",Danmark,,"Nordlandenes len, nr. 29",[Register til kvittansiarum]:,AV/RA-EA-5023/R/Rb/Rbz/L0029,,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/77132/163,x,x,x
,1638,1639,,,,"Lofoten, Vesterålen",Danmark,,"Nordlandenes len, nr. 29","Lensregnskap, Lofoten og Vesterålen len",AV/RA-EA-5023/R/Rb/Rbz/L0029,,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/77132/171,x,x,x
,1638,1638,,,,"Nordland, Troms",Danmark,,"Nordlandenes len, nr. 29",1Kopi av lensbrevet,AV/RA-EA-5023/R/Rb/Rbz/L0029,,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/77132/174,x,x,x
,1638,1639,,,,Lofoten,Danmark,,"Nordlandenes len, nr. 29","AFogderegnskap, Lofoten",AV/RA-EA-5023/R/Rb/Rbz/L0029,,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/77132/177,x,x,x
,1638,1639,,,,Vesterålen,Danmark,,"Nordlandenes len, nr. 29","BFogderegnskap, Vesterålen",AV/RA-EA-5023/R/Rb/Rbz/L0029,,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/77132/197,x,x,x
,1639,1639,,,,Lofoten,Danmark,,"Nordlandenes len, nr. 29",Landskatt påske:Lofoten,AV/RA-EA-5023/R/Rb/Rbz/L0029,,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/77132/215,x,x,x
,1639,1639,,,,Vesterålen,Danmark,,"Nordlandenes len, nr. 29",Landskatt påske:Vesterålen,AV/RA-EA-5023/R/Rb/Rbz/L0029,,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/77132/234,x,x,x
,1639,1640,,,,"Lofoten, Vesterålen",Danmark,,"Nordlandenes len, nr. 29","Lensregnskap, Lofoten og Vesterålen len",AV/RA-EA-5023/R/Rb/Rbz/L0029,,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/77132/245,x,x,x
,1639,1640,,,,"Nordland, Troms",Danmark,,"Nordlandenes len, nr. 29",Utgiftsvedlegg 1-2,AV/RA-EA-5023/R/Rb/Rbz/L0029,,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/77132/256,x,x,x
,1639,1639,,,,Lofoten,Danmark,,"Nordlandenes len, nr. 29",Landskatt mikkelsmesse og jul: 1Lofoten,AV/RA-EA-5023/R/Rb/Rbz/L0029,,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/77132/261,x,x,x
,1639,1639,,,,Vesterålen,Danmark,,"Nordlandenes len, nr. 29",Landskatt mikkelsmesse og jul: Vesterålen,AV/RA-EA-5023/R/Rb/Rbz/L0029,,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/77132/277,x,x,x
,1640,1641,,,,"Lofoten, Vesterålen",Danmark,,"Nordlandenes len, nr. 29","Lensregnskap, Lofoten og Vesterålen len",AV/RA-EA-5023/R/Rb/Rbz/L0029,,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/77132/296,x,x,x
,1640,1640,,,,"Lofoten, Vesterålen",Danmark,,"Nordlandenes len, nr. 29",Unionsskatt (landskatt) mikkelsmesse:2Lofoten og Vesterålen,AV/RA-EA-5023/R/Rb/Rbz/L0029,,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/77132/310,x,x,x
,1640,1640,,,,"Lofoten, Vesterålen",Danmark,,"Nordlandenes len, nr. 29",Unionsskatt Martini:3Lofoten og Vesterålen,AV/RA-EA-5023/R/Rb/Rbz/L0029,,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/77132/342,x,x,x
,1641,1641,,,,"Lofoten, Vesterålen",Danmark,,"Nordlandenes len, nr. 29",Unionsskatt fastelavn:4Lofoten og Vesterålen,AV/RA-EA-5023/R/Rb/Rbz/L0029,,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/77132/374,x,x,x
,1641,1642,,,,"Lofoten, Vesterålen",Danmark,,"Nordlandenes len, nr. 29","Lensregnskap, Lofoten og Vesterålen len",AV/RA-EA-5023/R/Rb/Rbz/L0029,,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/77132/409,x,x,x
Regnskap m. vedlegg,1638,1644,,,Lensregnskap,Nordland,Danmark,div.,"Nordlandenes len, nr. 30",Stykke/ mappe,AV/RA-EA-5023/R/Rb/Rbz/L0030,,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/77133/1,x,x,x
,1641,1641,,,,"Lofoten, Vesterålen",Danmark,,"Nordlandenes len, nr. 30",Unionsskatt mikkelsmesse og jul:1Lofoten og Vesterålen,AV/RA-EA-5023/R/Rb/Rbz/L0030,,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/77133/1,x,x,x
,1642,1642,,,,"Lofoten, Vesterålen",Danmark,,"Nordlandenes len, nr. 30",Unionsskatt fastelavn og jonsok:2Lofoten og Vesterålen,AV/RA-EA-5023/R/Rb/Rbz/L0030,,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/77133/37,x,x,x
,1641,1641,,,,"Lofoten, Vesterålen",Danmark,,"Nordlandenes len, nr. 30",Offisersskatt mikkelsmesse:Lofoten og Vesterålen,AV/RA-EA-5023/R/Rb/Rbz/L0030,,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/77133/116,x,x,x
,1638,1642,,,,Nordland,Danmark,,"Nordlandenes len, nr. 30",Register til kvittansiarum,AV/RA-EA-5023/R/Rb/Rbz/L0030,,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/77133/133,x,x,x
,1638,1642,,,,Nordland,Danmark,,"Nordlandenes len, nr. 30",[Register til kvittansiarum jonsok 1638 - jonsok 1642]:,AV/RA-EA-5023/R/Rb/Rbz/L0030,,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/77133/136,x,x,x
,1638,1642,,,,Nordland,Danmark,,"Nordlandenes len, nr. 30",[Register til kvittansiarum jonsok 1638 - jonsok 1642]:,AV/RA-EA-5023/R/Rb/Rbz/L0030,,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/77133/140,x,x,x
,1639,1642,,,,Nordland,Danmark,,"Nordlandenes len, nr. 30",[Register til kvittansiarum jonsok 1638 - jonsok 1642]:,AV/RA-EA-5023/R/Rb/Rbz/L0030,,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/77133/156,x,x,x
,1642,1643,,,,"Lofoten, Vesterålen",Danmark,,"Nordlandenes len, nr. 30","Lensregnskap, Lofoten og Vesterålen len",AV/RA-EA-5023/R/Rb/Rbz/L0030,,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/77133/163,x,x,x
,1642,1643,,,,"Lofoten, Vesterålen",Danmark,,"Nordlandenes len, nr. 30","Jordebok (landskyld), Lofoten og Vesterålen",AV/RA-EA-5023/R/Rb/Rbz/L0030,,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/77133/177,x,x,x
,1642,1643,,,,"Lofoten, Vesterålen",Danmark,,"Nordlandenes len, nr. 30","Leidangsbok, Lofoten og Vesterålen",AV/RA-EA-5023/R/Rb/Rbz/L0030,,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/77133/188,x,x,x
,1642,1643,,,,"Lofoten, Vesterålen",Danmark,,"Nordlandenes len, nr. 30","Ekstrakt av tiendemanntall, Lofoten og Vesterålen",AV/RA-EA-5023/R/Rb/Rbz/L0030,,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/77133/199,x,x,x
,1641,1642,,,,Nordland,Danmark,,"Nordlandenes len, nr. 30",Jordebok,AV/RA-EA-5023/R/Rb/Rbz/L0030,,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/77133/202,x,x,x
,1642,1642,,,,Vesterålen,Danmark,,"Nordlandenes len, nr. 30",Unionsskatt Martini: A Vesterålen,AV/RA-EA-5023/R/Rb/Rbz/L0030,,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/77133/223,x,x,x
,1642,1642,,,,Lofoten,Danmark,,"Nordlandenes len, nr. 30",Unionsskatt Martini: Lofoten,AV/RA-EA-5023/R/Rb/Rbz/L0030,,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/77133/258,x,x,x
,1643,1643,,,,Vesterålen,Danmark,,"Nordlandenes len, nr. 30",Unionsskatt jonsok:BVesterålen,AV/RA-EA-5023/R/Rb/Rbz/L0030,,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/77133/279,x,x,x
,1643,1643,,,,Lofoten,Danmark,,"Nordlandenes len, nr. 30",Unionsskatt jonsok: Lofoten,AV/RA-EA-5023/R/Rb/Rbz/L0030,,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/77133/313,x,x,x
,1642,1643,,,,"Lofoten, Vesterålen",Danmark,,"Nordlandenes len, nr. 30",Offisersskatt mikkelsmesse:Lofoten og og Vesterålen,AV/RA-EA-5023/R/Rb/Rbz/L0030,,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/77133/327,x,x,x
,1643,1644,,,,"Lofoten, Vesterålen",Danmark,,"Nordlandenes len, nr. 30","Lensregnskap, Lofoten og Vesterålen len",AV/RA-EA-5023/R/Rb/Rbz/L0030,,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/77133/344,x,x,x
,1643,1644,,,,"Lofoten, Vesterålen",Danmark,,"Nordlandenes len, nr. 30","Jordebok (landskyld), Lofoten og Vesterålen",AV/RA-EA-5023/R/Rb/Rbz/L0030,,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/77133/365,x,x,x
,1643,1644,,,,"Lofoten, Vesterålen",Danmark,,"Nordlandenes len, nr. 30","Leidangsbok, Lofoten og Vesterålen",AV/RA-EA-5023/R/Rb/Rbz/L0030,,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/77133/376,x,x,x
,1643,1644,,,,"Lofoten, Vesterålen",Danmark,,"Nordlandenes len, nr. 30","Ekstrakt av tiendemanntall, Lofoten og Vesterålen",AV/RA-EA-5023/R/Rb/Rbz/L0030,,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/77133/388,x,x,x
Regnskap m. vedlegg,1638,1646,,,Lensregnskap,Nordland,Danmark,div.,"Nordlandenes len, nr. 31",Stykke/ mappe,AV/RA-EA-5023/R/Rb/Rbz/L0031,,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/77134/1,x,x,x
,1643,1643,,,,Vesterålen,Danmark,,"Nordlandenes len, nr. 31",Unionsskatt Martini:CVesterålen,AV/RA-EA-5023/R/Rb/Rbz/L0031,,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/77134/1,x,x,x
,1643,1643,,,,Lofoten,Danmark,,"Nordlandenes len, nr. 31",Unionsskatt Martini: - Lofoten,AV/RA-EA-5023/R/Rb/Rbz/L0031,,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/77134/23,x,x,x
,1644,1644,,,,Vesterålen,Danmark,,"Nordlandenes len, nr. 31",Unionsskatt påske:DVesterålen,AV/RA-EA-5023/R/Rb/Rbz/L0031,,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/77134/37,x,x,x
,1644,1644,,,,Lofoten,Danmark,,"Nordlandenes len, nr. 31","Unionsskatt påske: - Lofoten, med ekstrakt av manntallene A-D 1642-1644",AV/RA-EA-5023/R/Rb/Rbz/L0031,,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/77134/50,x,x,x
,1644,1645,,,,"Lofoten, Vesterålen",Danmark,,"Nordlandenes len, nr. 31","Lensregnskap, Lofoten og Vesterålen len",AV/RA-EA-5023/R/Rb/Rbz/L0031,,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/77134/70,x,x,x
,1644,1645,,,,"Lofoten, Vesterålen",Danmark,,"Nordlandenes len, nr. 31","Jordebok (landskyld), Lofoten og Vesterålen",AV/RA-EA-5023/R/Rb/Rbz/L0031,,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/77134/90,x,x,x
,1644,1645,,,,"Lofoten, Vesterålen",Danmark,,"Nordlandenes len, nr. 31","Ekstrakt av tiendemanntall, Lofoten og Vesterålen",AV/RA-EA-5023/R/Rb/Rbz/L0031,,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/77134/101,x,x,x
,1644,1644,,,,Vesterålen,Danmark,,"Nordlandenes len, nr. 31",Kontribusjon og rosstjeneste jonsok og mikkelsmesse:Vesterålen,AV/RA-EA-5023/R/Rb/Rbz/L0031,,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/77134/103,x,x,x
,1644,1644,,,,Lofoten,Danmark,,"Nordlandenes len, nr. 31",Kontribusjon og rosstjeneste jonsok og mikkelsmesse:Lofoten,AV/RA-EA-5023/R/Rb/Rbz/L0031,,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/77134/119,x,x,x
,1644,1644,,,,Nordland,Danmark,,"Nordlandenes len, nr. 31","[Kontribusjon og rosstjeneste jonsok og mikkelsmesse:Ekstrakt, mangler]:",AV/RA-EA-5023/R/Rb/Rbz/L0031,,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/77134/133,x,x,x
,1642,1644,,,,Nordland,Danmark,,"Nordlandenes len, nr. 31",Konsept til skatte-ekstrakt Martini 1642 - mikkelsmesse 1644,AV/RA-EA-5023/R/Rb/Rbz/L0031,,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/77134/136,x,x,x
,1644,1645,,,,Nordland,Danmark,,"Nordlandenes len, nr. 31",Revisjonsmerknader,AV/RA-EA-5023/R/Rb/Rbz/L0031,,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/77134/137,x,x,x
,1642,1645,,,,"Lofoten, Vesterålen",Danmark,,"Nordlandenes len, nr. 31","Register til kvittansiarum, Lofoten og Vesterålen len",AV/RA-EA-5023/R/Rb/Rbz/L0031,,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/77134/139,x,x,x
,1642,1642,,,,Nordland,Danmark,,"Nordlandenes len, nr. 31",[Register til kvittansiarum jonsok 1642 - jonsok 1645]:,AV/RA-EA-5023/R/Rb/Rbz/L0031,,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/77134/143,x,x,x
,1640,1640,,,,Nordland,Danmark,,"Nordlandenes len, nr. 31",[Register til kvittansiarum jonsok 1642 - jonsok 1645]:,AV/RA-EA-5023/R/Rb/Rbz/L0031,,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/77134/147,x,x,x
,1642,1645,,,,Nordland,Danmark,,"Nordlandenes len, nr. 31",[Register til kvittansiarum jonsok 1642 - jonsok 1645]:,AV/RA-EA-5023/R/Rb/Rbz/L0031,,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/77134/148,x,x,x
,1644,1645,,,,Nordland,Danmark,,"Nordlandenes len, nr. 31",[Register til kvittansiarum jonsok 1642 - jonsok 1645]:,AV/RA-EA-5023/R/Rb/Rbz/L0031,,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/77134/155,x,x,x
,1645,1646,,,,"Lofoten, Vesterålen",Danmark,,"Nordlandenes len, nr. 31","Lensregnskap, Lofoten og Vesterålen len",AV/RA-EA-5023/R/Rb/Rbz/L0031,,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/77134/157,x,x,x
,1645,1646,,,,"Lofoten, Vesterålen",Danmark,,"Nordlandenes len, nr. 31","Jordebok (landskyld), Lofoten og Vesterålen",AV/RA-EA-5023/R/Rb/Rbz/L0031,,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/77134/173,x,x,x
,1645,1646,,,,"Lofoten, Vesterålen",Danmark,,"Nordlandenes len, nr. 31","Leidangsbok, Lofoten og Vesterålen",AV/RA-EA-5023/R/Rb/Rbz/L0031,,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/77134/184,x,x,x
,1645,1646,,,,"Lofoten, Vesterålen",Danmark,,"Nordlandenes len, nr. 31","Ekstrakt av tiendemanntall, Lofoten og Vesterålen",AV/RA-EA-5023/R/Rb/Rbz/L0031,,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/77134/194,x,x,x
,1645,1645,,,,Lofoten,Danmark,,"Nordlandenes len, nr. 31",Koppskatt:Lofoten,AV/RA-EA-5023/R/Rb/Rbz/L0031,,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/77134/196,x,x,x
,1645,1645,,,,Vesterålen,Danmark,,"Nordlandenes len, nr. 31",Koppskatt:Vesterålen,AV/RA-EA-5023/R/Rb/Rbz/L0031,,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/77134/209,x,x,x
,1645,1645,,,,Vesterålen,Danmark,,"Nordlandenes len, nr. 31",Kontribusjon og rosstjeneste jonsok og mikkelsmesse:Vesterålen,AV/RA-EA-5023/R/Rb/Rbz/L0031,,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/77134/221,x,x,x
,1645,1645,,,,Lofoten,Danmark,,"Nordlandenes len, nr. 31",Kontribusjon og rosstjeneste jonsok og mikkelsmesse:Lofoten,AV/RA-EA-5023/R/Rb/Rbz/L0031,,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/77134/239,x,x,x
,1645,1646,,,,Nordland,Danmark,,"Nordlandenes len, nr. 31",Skatte-ekstrakt,AV/RA-EA-5023/R/Rb/Rbz/L0031,,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/77134/257,x,x,x
,1645,1646,,,,Nordland,Danmark,,"Nordlandenes len, nr. 31",Revisjonsmerknader,AV/RA-EA-5023/R/Rb/Rbz/L0031,,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/77134/258,x,x,x
,1638,1639,,,,Helgeland,Danmark,,"Nordlandenes len, nr. 31","Lensregnskap, Helgeland len",AV/RA-EA-5023/R/Rb/Rbz/L0031,,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/77134/262,x,x,x
,1638,1639,,,,Helgeland,Danmark,,"Nordlandenes len, nr. 31","Inntektsvedlegg C:Fogderegnskap, Helgeland",AV/RA-EA-5023/R/Rb/Rbz/L0031,,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/77134/265,x,x,x
,1639,1639,,,,Helgeland,Danmark,,"Nordlandenes len, nr. 31",Landskatt påske:Helgeland,AV/RA-EA-5023/R/Rb/Rbz/L0031,,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/77134/307,x,x,x
,1639,1640,,,,Helgeland,Danmark,,"Nordlandenes len, nr. 31","Lensregnskap, Helgeland len",AV/RA-EA-5023/R/Rb/Rbz/L0031,,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/77134/341,x,x,x
,1639,1640,,,,Nordland,Danmark,,"Nordlandenes len, nr. 31",Utgiftsvedlegg B,AV/RA-EA-5023/R/Rb/Rbz/L0031,,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/77134/345,x,x,x
,1639,1639,,,,Helgeland,Danmark,,"Nordlandenes len, nr. 31",Landskatt mikkelsmesse og jul:Helgeland,AV/RA-EA-5023/R/Rb/Rbz/L0031,,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/77134/348,x,x,x
Regnskap m. vedlegg,1640,1644,,,Lensregnskap,Nordland,Danmark,div.,"Nordlandenes len, nr. 32",Stykke/ mappe,AV/RA-EA-5023/R/Rb/Rbz/L0032,,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/77135/36,x,x,x
,1640,1641,,,,Helgeland,Danmark,,"Nordlandenes len, nr. 32","Lensregnskap, Helgeland len",AV/RA-EA-5023/R/Rb/Rbz/L0032,,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/77135/36,x,x,x
,1640,1641,,,,Helgeland,Danmark,,"Nordlandenes len, nr. 32","Inntektsvedlegg:AFogderegnskap, Helgeland",AV/RA-EA-5023/R/Rb/Rbz/L0032,,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/77135/5,x,x,x
,1640,1641,,,,Nordland,Danmark,,"Nordlandenes len, nr. 32",Utgiftsvedlegg 1,AV/RA-EA-5023/R/Rb/Rbz/L0032,,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/77135/33,x,x,x
,1640,1640,,,,Helgeland,Danmark,,"Nordlandenes len, nr. 32",Unionsskatt mikkelsmesse:AHelgeland,AV/RA-EA-5023/R/Rb/Rbz/L0032,,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/77135/36,x,x,x
,1640,1641,,,,Helgeland,Danmark,,"Nordlandenes len, nr. 32",Unionsskatt Martini 1640 og fastelavn 1641:BHelgeland,AV/RA-EA-5023/R/Rb/Rbz/L0032,,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/77135/63,x,x,x
,1640,1641,,,,Nordland,Danmark,,"Nordlandenes len, nr. 32",Revisjonsmerknader,AV/RA-EA-5023/R/Rb/Rbz/L0032,,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/77135/104,x,x,x
,1641,1642,,,,Helgeland,Danmark,,"Nordlandenes len, nr. 32","1Lensregnskap, Helgeland len",AV/RA-EA-5023/R/Rb/Rbz/L0032,,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/77135/106,x,x,x
,1641,1641,,,,Helgeland,Danmark,,"Nordlandenes len, nr. 32",Unionsskatt mikkelsmesse og jul:CHelgeland,AV/RA-EA-5023/R/Rb/Rbz/L0032,,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/77135/120,x,x,x
,1642,1642,,,,Helgeland,Danmark,,"Nordlandenes len, nr. 32",Unionsskatt fastelavn og jonsok:DHelgeland,AV/RA-EA-5023/R/Rb/Rbz/L0032,,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/77135/151,x,x,x
,1642,1643,,,,Helgeland,Danmark,,"Nordlandenes len, nr. 32","2Lensregnskap, Helgeland len",AV/RA-EA-5023/R/Rb/Rbz/L0032,,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/77135/184,x,x,x
,1642,1643,,,,Helgeland,Danmark,,"Nordlandenes len, nr. 32",Unionsskatt Martini 1642 og jonsok 1643:EHelgeland,AV/RA-EA-5023/R/Rb/Rbz/L0032,,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/77135/197,x,x,x
,1643,1644,,,,Helgeland,Danmark,,"Nordlandenes len, nr. 32","3Lensregnskap, Helgeland len",AV/RA-EA-5023/R/Rb/Rbz/L0032,,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/77135/226,x,x,x
,1643,1643,,,,Helgeland,Danmark,,"Nordlandenes len, nr. 32",Unionsskatt Martini:FHelgeland,AV/RA-EA-5023/R/Rb/Rbz/L0032,,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/77135/247,x,x,x
,1644,1644,,,,Helgeland,Danmark,,"Nordlandenes len, nr. 32",Unionsskatt påske:GHelgeland. Med ekstrakt av manntallene A-G på unionsskatter mikkelsmesse 1640 - påske 1644,AV/RA-EA-5023/R/Rb/Rbz/L0032,,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/77135/282,x,x,x
,1641,1643,,,,Helgeland,Danmark,,"Nordlandenes len, nr. 32","Offisersskatt mikkelsmesse 1641, 1642 og 1643:Helgeland",AV/RA-EA-5023/R/Rb/Rbz/L0032,,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/77135/334,x,x,x
Regnskap m. vedlegg,1638,1647,,,Lensregnskap,"Nordland, Troms",Danmark,div.,"Nordlandenes len, nr. 33",Stykke/ mappe,AV/RA-EA-5023/R/Rb/Rbz/L0033,,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/77135/334,x,x,x
,1644,1645,,,,Helgeland,Danmark,,"Nordlandenes len, nr. 33","4Lensregnskap, Helgeland len",AV/RA-EA-5023/R/Rb/Rbz/L0033,,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/77135/334,x,x,x
,1645,1646,,,,Helgeland,Danmark,,"Nordlandenes len, nr. 33","5Lensregnskap, Helgeland len. Med ekstrakt av lensregnskapene 1-5, jonsok 1641 - jonsok 1646",AV/RA-EA-5023/R/Rb/Rbz/L0033,,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/77136/20,x,x,x
,1644,1644,,,,Helgeland,Danmark,,"Nordlandenes len, nr. 33",Kontribusjon og rosstjeneste jonsok og mikkelsmesse: Helgeland,AV/RA-EA-5023/R/Rb/Rbz/L0033,,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/77136/53,x,x,x
,1644,1645,,,,Helgeland,Danmark,,"Nordlandenes len, nr. 33",Kontribusjon og rosstjeneste jonsok og mikkelsmesse 1645: Helgeland. Med ekstrakt av manntallene 1644-1645,AV/RA-EA-5023/R/Rb/Rbz/L0033,,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/77136/86,x,x,x
,1644,1644,,,,"Nordland, Troms",Danmark,,"Nordlandenes len, nr. 33",[Kontribusjon og rosstjeneste jonsok og mikkelsmesse: ],AV/RA-EA-5023/R/Rb/Rbz/L0033,,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/77136/116,x,x,x
,1644,1644,,,,"Nordland, Troms",Danmark,,"Nordlandenes len, nr. 33",[Kontribusjon og rosstjeneste jonsok og mikkelsmesse:],AV/RA-EA-5023/R/Rb/Rbz/L0033,,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/77136/130,x,x,x
,1644,1645,,,,"Nordland, Troms",Danmark,,"Nordlandenes len, nr. 33",[Kontribusjon og rosstjeneste jonsok og mikkelsmesse:],AV/RA-EA-5023/R/Rb/Rbz/L0033,,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/77136/136,x,x,x
,1645,1645,,,,Helgeland,Danmark,,"Nordlandenes len, nr. 33","[Koppskatt, manntall mangler, Helgeland]:",AV/RA-EA-5023/R/Rb/Rbz/L0033,,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/77136/140,x,x,x
,1641,1646,,,,"Nordland, Troms",Danmark,,"Nordlandenes len, nr. 33",Revisjonsmerknader,AV/RA-EA-5023/R/Rb/Rbz/L0033,,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/77136/146,x,x,x
,1638,1646,,,,Helgeland,Danmark,,"Nordlandenes len, nr. 33","Register til kvittansiarum, Helgeland len",AV/RA-EA-5023/R/Rb/Rbz/L0033,,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/77136/152,x,x,x
,1638,1638,,,,"Nordland, Troms",Danmark,,"Nordlandenes len, nr. 33",[Register til kvittansiarum jonsok 1638 - jonsok 1646]:,AV/RA-EA-5023/R/Rb/Rbz/L0033,,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/77136/156,x,x,x
,1638,1646,,,,"Nordland, Troms",Danmark,,"Nordlandenes len, nr. 33",[Register til kvittansiarum jonsok 1638 - jonsok 1646]:,AV/RA-EA-5023/R/Rb/Rbz/L0033,,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/77136/160,x,x,x
,1638,1646,,,,"Nordland, Troms",Danmark,,"Nordlandenes len, nr. 33","[Register til kvittansiarum jonsok 1638 - jonsok 1646]:Vedlegg 12, revisjonsmerknader",AV/RA-EA-5023/R/Rb/Rbz/L0033,,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/77136/178,x,x,x
