Record_type,Start_year,End_year,Date,Place_sign,Accounts_type,Area_content,State,Creator,Title,Useful_info,Reference,Page_start,Page_end,Digitized,Transcribed,Tabulated,Digitized_link,Transcription_link,Table_link,Archival_portal_link
,1633,1633,,,,Helgeland,Danmark,,"Nordlandenes len, nr. 25",Landskatt Martini: Helgeland,AV/RA-EA-5023/R/Rb/Rbz/L0025,,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/77128/185,x,x,x
,1633,1633,,,,Salten,Danmark,,"Nordlandenes len, nr. 25",Landskatt Martini: Salten,AV/RA-EA-5023/R/Rb/Rbz/L0025,,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/77128/214,x,x,x
,1633,1633,,,,Lofoten,Danmark,,"Nordlandenes len, nr. 25",Landskatt Martini: Lofoten,AV/RA-EA-5023/R/Rb/Rbz/L0025,,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/77128/241,x,x,x
,1633,1633,,,,Vesterålen,Danmark,,"Nordlandenes len, nr. 25",Landskatt Martini:Vesterålen,AV/RA-EA-5023/R/Rb/Rbz/L0025,,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/77128/254,x,x,x
,1633,1633,,,,Andenes,Danmark,,"Nordlandenes len, nr. 25",Landskatt Martini:Andenes,AV/RA-EA-5023/R/Rb/Rbz/L0025,,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/77128/269,x,x,x
,1633,1633,,,,Senja Fogderi,Danmark,,"Nordlandenes len, nr. 25",Landskatt Martini:Senja,AV/RA-EA-5023/R/Rb/Rbz/L0025,,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/77128/275,x,x,x
,1633,1633,,,,Troms Fogderi,Danmark,,"Nordlandenes len, nr. 25",Landskatt Martini:Troms,AV/RA-EA-5023/R/Rb/Rbz/L0025,,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/77128/290,x,x,x
,1633,1634,,,,"Nordland, Troms",Danmark,,"Nordlandenes len, nr. 25",Regnskap for halv orts toll av jektene,AV/RA-EA-5023/R/Rb/Rbz/L0025,,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/77128/300,x,x,x
,1633,1634,,,,Helgeland,Danmark,,"Nordlandenes len, nr. 25","15Tollregnskap, Helgeland",AV/RA-EA-5023/R/Rb/Rbz/L0025,,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/77128/301,x,x,x
,1633,1634,,,,Salten,Danmark,,"Nordlandenes len, nr. 25","16Tollregnskap, Salten",AV/RA-EA-5023/R/Rb/Rbz/L0025,,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/77128/305,x,x,x
,1633,1634,,,,Senja Fogderi,Danmark,,"Nordlandenes len, nr. 25","17Tollregnskap, Senja",AV/RA-EA-5023/R/Rb/Rbz/L0025,,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/77128/308,x,x,x
,1633,1634,,,,Lofoten,Danmark,,"Nordlandenes len, nr. 25","18Tollregnskap, Lofoten",AV/RA-EA-5023/R/Rb/Rbz/L0025,,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/77128/311,x,x,x
,1633,1634,,,,Vesterålen,Danmark,,"Nordlandenes len, nr. 25","19Tollregnskap, Vesterålen",AV/RA-EA-5023/R/Rb/Rbz/L0025,,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/77128/314,x,x,x
,1633,1634,,,,Troms Fogderi,Danmark,,"Nordlandenes len, nr. 25","20Tollregnskap, Troms",AV/RA-EA-5023/R/Rb/Rbz/L0025,,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/77128/317,x,x,x
,1631,1634,,,,"Nordland, Troms",Danmark,,"Nordlandenes len, nr. 25",Ekstrakt av tollregnskapene 1-21,AV/RA-EA-5023/R/Rb/Rbz/L0025,,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/77128/320,x,x,x
,1634,1635,,,,"Nordland, Troms",Danmark,,"Nordlandenes len, nr. 25",Lensregnskap,AV/RA-EA-5023/R/Rb/Rbz/L0025,,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/77128/330,x,x,x
,1634,1635,,,,Helgeland,Danmark,,"Nordlandenes len, nr. 25","AFogderegnskap, Helgeland",AV/RA-EA-5023/R/Rb/Rbz/L0025,,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/77128/336,x,x,x
,1634,1635,,,,Salten,Danmark,,"Nordlandenes len, nr. 25","BFogderegnskap, Salten",AV/RA-EA-5023/R/Rb/Rbz/L0025,,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/77128/372,x,x,x
,1634,1635,,,,Senja Fogderi,Danmark,,"Nordlandenes len, nr. 25","CFogderegnskap, Senja",AV/RA-EA-5023/R/Rb/Rbz/L0025,,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/77128/427,x,x,x
,1634,1635,,,,Lofoten,Danmark,,"Nordlandenes len, nr. 25","DFogderegnskap, Lofoten",AV/RA-EA-5023/R/Rb/Rbz/L0025,,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/77128/448,x,x,x
Regnskap m. vedlegg,1629,1636,,,Lensregnskap,"Nordland, Troms",Danmark,div.,"Nordlandenes len, nr. 26",Stykke/ mappe,AV/RA-EA-5023/R/Rb/Rbz/L0026,,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/77129/1,x,x,x
,1634,1635,,,,"Vesterålen, Andenes",Danmark,,"Nordlandenes len, nr. 26","EFogderegnskap, Vesterålen og Andenes",AV/RA-EA-5023/R/Rb/Rbz/L0026,,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/77129/1,x,x,x
,1634,1635,,,,Troms Fogderi,Danmark,,"Nordlandenes len, nr. 26","FFogderegnskap, Troms",AV/RA-EA-5023/R/Rb/Rbz/L0026,,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/77129/31,x,x,x
,1634,1635,,,,"Nordland, Troms",Danmark,,"Nordlandenes len, nr. 26",Utgiftsvedlegg 1-4,AV/RA-EA-5023/R/Rb/Rbz/L0026,,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/77129/49,x,x,x
,1634,1634,,,,Helgeland,Danmark,,"Nordlandenes len, nr. 26",Landskatt Martini: Helgeland,AV/RA-EA-5023/R/Rb/Rbz/L0026,,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/77129/60,x,x,x
,1634,1634,,,,Salten,Danmark,,"Nordlandenes len, nr. 26",Landskatt Martini: Salten,AV/RA-EA-5023/R/Rb/Rbz/L0026,,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/77129/87,x,x,x
,1634,1634,,,,Lofoten,Danmark,,"Nordlandenes len, nr. 26",Landskatt Martini: Lofoten,AV/RA-EA-5023/R/Rb/Rbz/L0026,,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/77129/111,x,x,x
,1634,1634,,,,Vesterålen,Danmark,,"Nordlandenes len, nr. 26",Landskatt Martini: Vesterålen,AV/RA-EA-5023/R/Rb/Rbz/L0026,,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/77129/123,x,x,x
,1634,1634,,,,Andenes,Danmark,,"Nordlandenes len, nr. 26",Landskatt Martini: Andenes,AV/RA-EA-5023/R/Rb/Rbz/L0026,,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/77129/139,x,x,x
,1634,1634,,,,Senja Fogderi,Danmark,,"Nordlandenes len, nr. 26",Landskatt Martini: Senja,AV/RA-EA-5023/R/Rb/Rbz/L0026,,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/77129/146,x,x,x
,1634,1634,,,,Troms Fogderi,Danmark,,"Nordlandenes len, nr. 26",Landskatt Martini: Troms,AV/RA-EA-5023/R/Rb/Rbz/L0026,,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/77129/161,x,x,x
,1633,1634,,,,"Nordland, Troms",Danmark,,"Nordlandenes len, nr. 26","Ekstrakt av manntallene på to skatter, Martini 1633 og Martini 1634",AV/RA-EA-5023/R/Rb/Rbz/L0026,,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/77129/170,x,x,x
,1629,1634,,,,"Nordland, Troms",Danmark,,"Nordlandenes len, nr. 26",Bruddstykke av skatte-ekstrakt Martini 1629 - Martini 1634,AV/RA-EA-5023/R/Rb/Rbz/L0026,,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/77129/174,x,x,x
,1629,1634,,,,"Nordland, Troms",Danmark,,"Nordlandenes len, nr. 26",Kopi av skatte-ekstrakten Martini 1629 - Martini 1634,AV/RA-EA-5023/R/Rb/Rbz/L0026,,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/77129/176,x,x,x
,1634,1635,,,,"Nordland, Troms",Danmark,,"Nordlandenes len, nr. 26",Revisjonsmerknader,AV/RA-EA-5023/R/Rb/Rbz/L0026,,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/77129/184,x,x,x
,1635,1636,,,,"Nordland, Troms",Danmark,,"Nordlandenes len, nr. 26",Lensregnskap,AV/RA-EA-5023/R/Rb/Rbz/L0026,,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/77129/186,x,x,x
,1635,1636,,,,Helgeland,Danmark,,"Nordlandenes len, nr. 26","AFogderegnskap, Helgeland",AV/RA-EA-5023/R/Rb/Rbz/L0026,,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/77129/193,x,x,x
,1635,1636,,,,Helgeland,Danmark,,"Nordlandenes len, nr. 26","Fogderegnskap, Helgeland",AV/RA-EA-5023/R/Rb/Rbz/L0026,,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/77129/232,x,x,x
,1635,1636,,,,Salten,Danmark,,"Nordlandenes len, nr. 26","BFogderegnskap, Salten",AV/RA-EA-5023/R/Rb/Rbz/L0026,,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/77129/270,x,x,x
,1635,1636,,,,Salten,Danmark,,"Nordlandenes len, nr. 26","Fogderegnskap, Salten",AV/RA-EA-5023/R/Rb/Rbz/L0026,,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/77129/307,x,x,x
,1635,1636,,,,Senja Fogderi,Danmark,,"Nordlandenes len, nr. 26","CFogderegnskap, Senja",AV/RA-EA-5023/R/Rb/Rbz/L0026,,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/77129/345,x,x,x
,1635,1636,,,,Senja Fogderi,Danmark,,"Nordlandenes len, nr. 26","Fogderegnskap, Senja",AV/RA-EA-5023/R/Rb/Rbz/L0026,,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/77129/376,x,x,x
,1635,1636,,,,Lofoten,Danmark,,"Nordlandenes len, nr. 26","DFogderegnskap, Lofoten",AV/RA-EA-5023/R/Rb/Rbz/L0026,,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/77129/407,x,x,x
,1635,1636,,,,Lofoten,Danmark,,"Nordlandenes len, nr. 26","Fogderegnskap, Lofoten",AV/RA-EA-5023/R/Rb/Rbz/L0026,,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/77129/423,x,x,x
,1635,1636,,,,"Vesterålen, Andenes",Danmark,,"Nordlandenes len, nr. 26","EFogderegnskap, Vesterålen og Andenes",AV/RA-EA-5023/R/Rb/Rbz/L0026,,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/77129/439,x,x,x
Regnskap m. vedlegg,1635,1639,,,Lensregnskap,"Nordland, Troms",Danmark,div.,"Nordlandenes len, nr. 27",Stykke/ mappe,AV/RA-EA-5023/R/Rb/Rbz/L0027,,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/77130/1,x,x,x
,1635,1636,,,,Troms Fogderi,Danmark,,"Nordlandenes len, nr. 27","FFogderegnskap, Troms",AV/RA-EA-5023/R/Rb/Rbz/L0027,,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/77130/1,x,x,x
,1635,1636,,,,Troms Fogderi,Danmark,,"Nordlandenes len, nr. 27","Fogderegnskap, Troms",AV/RA-EA-5023/R/Rb/Rbz/L0027,,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/77130/19,x,x,x
,1635,1636,,,,"Nordland, Troms",Danmark,,"Nordlandenes len, nr. 27",Utgiftsvedlegg 1-4,AV/RA-EA-5023/R/Rb/Rbz/L0027,,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/77130/38,x,x,x
,1636,1637,,,,"Nordland, Troms",Danmark,,"Nordlandenes len, nr. 27",Lensregnskap,AV/RA-EA-5023/R/Rb/Rbz/L0027,,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/77130/45,x,x,x
,1636,1637,,,,Helgeland,Danmark,,"Nordlandenes len, nr. 27","AFogderegnskap, Helgeland",AV/RA-EA-5023/R/Rb/Rbz/L0027,,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/77130/51,x,x,x
,1636,1637,,,,Salten,Danmark,,"Nordlandenes len, nr. 27","BFogderegnskap, Salten",AV/RA-EA-5023/R/Rb/Rbz/L0027,,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/77130/94,x,x,x
,1636,1637,,,,Senja Fogderi,Danmark,,"Nordlandenes len, nr. 27","CFogderegnskap, Senja",AV/RA-EA-5023/R/Rb/Rbz/L0027,,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/77130/137,x,x,x
,1636,1637,,,,Lofoten,Danmark,,"Nordlandenes len, nr. 27","DFogderegnskap, Lofoten",AV/RA-EA-5023/R/Rb/Rbz/L0027,,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/77130/165,x,x,x
,1636,1637,,,,"Vesterålen, Andenes",Danmark,,"Nordlandenes len, nr. 27","EFogderegnskap, Vesterålen og Andenes",AV/RA-EA-5023/R/Rb/Rbz/L0027,,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/77130/181,x,x,x
,1636,1637,,,,"Vesterålen, Andenes",Danmark,,"Nordlandenes len, nr. 27","Fogderegnskap, Vesterålen og Andenes",AV/RA-EA-5023/R/Rb/Rbz/L0027,,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/77130/210,x,x,x
,1636,1637,,,,Troms Fogderi,Danmark,,"Nordlandenes len, nr. 27","FFogderegnskap, Troms",AV/RA-EA-5023/R/Rb/Rbz/L0027,,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/77130/241,x,x,x
,1636,1637,,,,"Nordland, Troms",Danmark,,"Nordlandenes len, nr. 27",Utgiftsvedlegg 1-3,AV/RA-EA-5023/R/Rb/Rbz/L0027,,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/77130/260,x,x,x
,1636,1637,,,,"Nordland, Troms",Danmark,,"Nordlandenes len, nr. 27",Revisjonsmerknader,AV/RA-EA-5023/R/Rb/Rbz/L0027,,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/77130/265,x,x,x
,1637,1638,,,,"Nordland, Troms",Danmark,,"Nordlandenes len, nr. 27",Lensregnskap,AV/RA-EA-5023/R/Rb/Rbz/L0027,,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/77130/266,x,x,x
,1637,1638,,,,Helgeland,Danmark,,"Nordlandenes len, nr. 27","AFogderegnskap, Helgeland",AV/RA-EA-5023/R/Rb/Rbz/L0027,,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/77130/272,x,x,x
,1637,1638,,,,Salten,Danmark,,"Nordlandenes len, nr. 27","BFogderegnskap, Salten",AV/RA-EA-5023/R/Rb/Rbz/L0027,,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/77130/313,x,x,x
,1637,1638,,,,Senja Fogderi,Danmark,,"Nordlandenes len, nr. 27","CFogderegnskap, Senja",AV/RA-EA-5023/R/Rb/Rbz/L0027,,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/77130/346,x,x,x
,1637,1638,,,,Lofoten,Danmark,,"Nordlandenes len, nr. 27","DFogderegnskap, Lofoten",AV/RA-EA-5023/R/Rb/Rbz/L0027,,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/77130/378,x,x,x
,1637,1638,,,,"Vesterålen, Andenes",Danmark,,"Nordlandenes len, nr. 27","EFogderegnskap, Vesterålen og Andenes",AV/RA-EA-5023/R/Rb/Rbz/L0027,,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/77130/390,x,x,x
,1637,1638,,,,Troms Fogderi,Danmark,,"Nordlandenes len, nr. 27","FFogderegnskap, Troms",AV/RA-EA-5023/R/Rb/Rbz/L0027,,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/77130/419,x,x,x
,1637,1638,,,,"Nordland, Troms",Danmark,,"Nordlandenes len, nr. 27",Utgiftsvedlegg AB,AV/RA-EA-5023/R/Rb/Rbz/L0027,,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/77130/441,x,x,x
,1639,1639,,,,"Nordland, Troms",Danmark,,"Nordlandenes len, nr. 27","[Register til kvittansiarum for Frans Kaas 1618-1638, mangler]:Vedlegg 22",AV/RA-EA-5023/R/Rb/Rbz/L0027,,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/77130/444,x,x,x
Regnskap m. vedlegg,1638,1646,,,Lensregnskap,"Nordland, Troms",Danmark,div.,"Nordlandenes len, nr. 28",Stykke/ mappe,AV/RA-EA-5023/R/Rb/Rbz/L0028,,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/77131/1,x,x,x
,1638,1639,,,,"Salten, Troms, Andenes",Danmark,,"Nordlandenes len, nr. 28","Lensregnskap, Salten, Senja, Andenes og Troms len",AV/RA-EA-5023/R/Rb/Rbz/L0028,,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/77131/1,x,x,x
,1638,1639,,,,Salten,Danmark,,"Nordlandenes len, nr. 28","A (D)Fogderegnskap, Salten",AV/RA-EA-5023/R/Rb/Rbz/L0028,,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/77131/5,x,x,x
,1638,1639,,,,Senja Fogderi,Danmark,,"Nordlandenes len, nr. 28","E (E)Fogderegnskap, Senja",AV/RA-EA-5023/R/Rb/Rbz/L0028,,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/77131/27,x,x,x
,1638,1639,,,,Andenes,Danmark,,"Nordlandenes len, nr. 28","I(F)Fogderegnskap, Andenes",AV/RA-EA-5023/R/Rb/Rbz/L0028,,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/77131/35,x,x,x
,1638,1639,,,,Troms Fogderi,Danmark,,"Nordlandenes len, nr. 28","N (G)Fogderegnskap, Troms",AV/RA-EA-5023/R/Rb/Rbz/L0028,,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/77131/44,x,x,x
,1639,1640,,,,Salten,Danmark,,"Nordlandenes len, nr. 28","BFogderegnskap, Salten",AV/RA-EA-5023/R/Rb/Rbz/L0028,,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/77131/63,x,x,x
,1639,1640,,,,Senja Fogderi,Danmark,,"Nordlandenes len, nr. 28","FFogderegnskap, Senja",AV/RA-EA-5023/R/Rb/Rbz/L0028,,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/77131/76,x,x,x
,1639,1640,,,,Andenes,Danmark,,"Nordlandenes len, nr. 28","KFogderegnskap, Andenes",AV/RA-EA-5023/R/Rb/Rbz/L0028,,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/77131/112,x,x,x
,1639,1640,,,,Troms Fogderi,Danmark,,"Nordlandenes len, nr. 28","OFogderegnskap, Troms",AV/RA-EA-5023/R/Rb/Rbz/L0028,,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/77131/121,x,x,x
,1640,1641,,,,Salten,Danmark,,"Nordlandenes len, nr. 28","CFogderegnskap, Salten",AV/RA-EA-5023/R/Rb/Rbz/L0028,,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/77131/138,x,x,x
,1640,1641,,,,Senja Fogderi,Danmark,,"Nordlandenes len, nr. 28","GFogderegnskap, Senja",AV/RA-EA-5023/R/Rb/Rbz/L0028,,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/77131/149,x,x,x
,1640,1641,,,,Andenes,Danmark,,"Nordlandenes len, nr. 28","LFogderegnskap, Andenes",AV/RA-EA-5023/R/Rb/Rbz/L0028,,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/77131/183,x,x,x
,1640,1641,,,,Troms Fogderi,Danmark,,"Nordlandenes len, nr. 28","PFogderegnskap, Troms",AV/RA-EA-5023/R/Rb/Rbz/L0028,,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/77131/192,x,x,x
,1638,1642,,,,"Salten, Andenes, Troms",Danmark,,"Nordlandenes len, nr. 28","Lensregnskap, Salten, Senja, Andenes og Troms len",AV/RA-EA-5023/R/Rb/Rbz/L0028,,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/77131/210,x,x,x
,1641,1642,,,,Salten,Danmark,,"Nordlandenes len, nr. 28","DFogderegnskap, Salten",AV/RA-EA-5023/R/Rb/Rbz/L0028,,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/77131/215,x,x,x
,1641,1642,,,,Senja Fogderi,Danmark,,"Nordlandenes len, nr. 28","HFogderegnskap, Senja",AV/RA-EA-5023/R/Rb/Rbz/L0028,,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/77131/226,x,x,x
,1641,1642,,,,Andenes,Danmark,,"Nordlandenes len, nr. 28","MFogderegnskap, Andenes",AV/RA-EA-5023/R/Rb/Rbz/L0028,,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/77131/258,x,x,x
,1641,1642,,,,Troms Fogderi,Danmark,,"Nordlandenes len, nr. 28","QFogderegnskap, Troms",AV/RA-EA-5023/R/Rb/Rbz/L0028,,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/77131/267,x,x,x
,1641,1642,,,,"Nordland, Troms",Danmark,,"Nordlandenes len, nr. 28",Utgiftsvedlegg 1-4,AV/RA-EA-5023/R/Rb/Rbz/L0028,,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/77131/286,x,x,x
,1639,1642,,,,"Nordland, Troms",Danmark,,"Nordlandenes len, nr. 28","Ekstrakt av lensregnskapene 1639-1642, også for Helgeland len og Lofoten og Vesterålen len",AV/RA-EA-5023/R/Rb/Rbz/L0028,,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/77131/294,x,x,x
,1638,1642,,,,"Nordland, Troms",Danmark,,"Nordlandenes len, nr. 28",Revisjonsmerknader,AV/RA-EA-5023/R/Rb/Rbz/L0028,,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/77131/309,x,x,x
,1645,1646,,,,"Salten, Troms, Andenes",Danmark,,"Nordlandenes len, nr. 28","Lensregnskap, Salten, Senja, Andenes og Troms len",AV/RA-EA-5023/R/Rb/Rbz/L0028,,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/77131/318,x,x,x
,1645,1646,,,,Salten,Danmark,,"Nordlandenes len, nr. 28","A)Fogderegnskap, Salten",AV/RA-EA-5023/R/Rb/Rbz/L0028,,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/77131/320,x,x,x
,1645,1646,,,,Salten,Danmark,,"Nordlandenes len, nr. 28","BFogderegnskap, Salten",AV/RA-EA-5023/R/Rb/Rbz/L0028,,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/77131/359,x,x,x
,1645,1646,,,,Senja Fogderi,Danmark,,"Nordlandenes len, nr. 28","CFogderegnskap, Senja",AV/RA-EA-5023/R/Rb/Rbz/L0028,,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/77131/369,x,x,x
,1645,1646,,,,Troms Fogderi,Danmark,,"Nordlandenes len, nr. 28","EFogderegnskap, Troms",AV/RA-EA-5023/R/Rb/Rbz/L0028,,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/77131/390,x,x,x
,1645,1645,,,,"Nordland, Troms",Danmark,,"Nordlandenes len, nr. 28",FKopi av lensbrevet,AV/RA-EA-5023/R/Rb/Rbz/L0028,,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/77131/406,x,x,x
,1645,1646,,,,"Nordland, Troms",Danmark,,"Nordlandenes len, nr. 28",Utgiftsvedlegg 1-4,AV/RA-EA-5023/R/Rb/Rbz/L0028,,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/77131/409,x,x,x
Regnskap m. vedlegg,1638,1646,,,Lensregnskap,"Nordland, Troms",Danmark,div.,"Nordlandenes len, nr. 29",Stykke/ mappe,AV/RA-EA-5023/R/Rb/Rbz/L0029,,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/77132/1,x,x,x
,1645,1645,,,,Salten,Danmark,,"Nordlandenes len, nr. 29",Koppskatt: A Salten,AV/RA-EA-5023/R/Rb/Rbz/L0029,,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/77132/1,x,x,x
,1645,1645,,,,Senja Fogderi,Danmark,,"Nordlandenes len, nr. 29",Koppskatt: B Senja,AV/RA-EA-5023/R/Rb/Rbz/L0029,,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/77132/34,x,x,x
,1645,1645,,,,Senja,Danmark,,"Nordlandenes len, nr. 29",Koppskatt: C Ytre Senja,AV/RA-EA-5023/R/Rb/Rbz/L0029,,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/77132/43,x,x,x
,1645,1645,,,,Andenes,Danmark,,"Nordlandenes len, nr. 29",Koppskatt: D Andenes,AV/RA-EA-5023/R/Rb/Rbz/L0029,,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/77132/47,x,x,x
,1645,1645,,,,Troms Fogderi,Danmark,,"Nordlandenes len, nr. 29",Koppskatt: E Troms,AV/RA-EA-5023/R/Rb/Rbz/L0029,,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/77132/57,x,x,x
,1645,1646,,,,Salten,Danmark,,"Nordlandenes len, nr. 29",Kontribusjon og rosstjeneste: F Salten,AV/RA-EA-5023/R/Rb/Rbz/L0029,,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/77132/80,x,x,x
,1645,1646,,,,Senja Fogderi,Danmark,,"Nordlandenes len, nr. 29",Kontribusjon og rosstjeneste: G Senja,AV/RA-EA-5023/R/Rb/Rbz/L0029,,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/77132/107,x,x,x
,1645,1646,,,,Senja,Danmark,,"Nordlandenes len, nr. 29",Kontribusjon og rosstjeneste: H Ytre Senja,AV/RA-EA-5023/R/Rb/Rbz/L0029,,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/77132/120,x,x,x
,1645,1646,,,,Andenes,Danmark,,"Nordlandenes len, nr. 29",Kontribusjon og rosstjeneste: I Andenes,AV/RA-EA-5023/R/Rb/Rbz/L0029,,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/77132/124,x,x,x
,1645,1646,,,,Troms Fogderi,Danmark,,"Nordlandenes len, nr. 29",Kontribusjon og rosstjeneste: K Troms,AV/RA-EA-5023/R/Rb/Rbz/L0029,,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/77132/130,x,x,x
,1645,1646,,,,"Nordland, Troms",Danmark,,"Nordlandenes len, nr. 29",Ekstrakt av manntallene A-K,AV/RA-EA-5023/R/Rb/Rbz/L0029,,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/77132/139,x,x,x
,1645,1646,,,,"Nordland, Troms",Danmark,,"Nordlandenes len, nr. 29",Revisjonsmerknader,AV/RA-EA-5023/R/Rb/Rbz/L0029,,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/77132/146,x,x,x
,1645,1646,,,,"Nordland, Troms",Danmark,,"Nordlandenes len, nr. 29",Register til kvittansiarum,AV/RA-EA-5023/R/Rb/Rbz/L0029,,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/77132/151,x,x,x
